
0.000	87.000
1.000	90.000
2.001	93.000
3.001	96.000
4.002	102.000
5.001	107.000
6.002	113.000
7.003	119.000
8.004	124.000
9.005	131.000
10.005	137.000
11.005	143.000
12.005	150.000
13.006	157.000
14.006	166.000
15.007	172.000
16.007	180.000
17.007	189.000
18.008	198.000
19.009	206.000
20.009	214.000
21.009	223.000
22.009	233.000
23.009	243.000
24.008	252.000
25.009	261.000
26.009	271.000
27.009	280.000
28.010	290.000
29.010	300.000
30.010	310.000
31.010	321.000
32.010	332.000
33.010	343.000
34.010	354.000
35.012	366.000
36.012	376.000
37.011	387.000
38.013	400.000
39.013	412.000
40.014	423.000
41.014	435.000
42.015	447.000
43.015	459.000
44.015	472.000
45.015	487.000
46.015	499.000
47.015	511.000
48.015	526.000
49.017	539.000
50.017	553.000
51.017	567.000
52.018	581.000
53.017	596.000
54.017	610.000
55.017	624.000
56.018	637.000
57.017	654.000
58.018	670.000
59.018	686.000
60.017	698.000
61.018	718.000
62.018	731.000
63.017	747.000
64.017	762.000
65.018	779.000
66.019	794.000
67.020	809.000
68.020	823.000
69.020	840.000
70.019	857.000
71.020	872.000
72.020	889.000
73.020	906.000
74.021	923.000
75.021	939.000
76.021	955.000
77.021	971.000
78.021	987.000
79.021	1003.000
80.021	1023.000
81.021	1041.000
82.021	1059.000
83.021	1075.000
84.021	1091.000
85.021	1108.000
86.020	1125.000
87.020	1142.000
88.021	1158.000
89.021	1175.000
90.021	1192.000
91.021	1209.000
92.021	1228.000
93.021	1244.000
94.021	1260.000
95.021	1277.000
96.021	1297.000
97.020	1314.000
98.021	1330.000
99.021	1348.000
100.021	1364.000
101.021	1383.000
102.021	1399.000
103.021	1416.000
104.021	1433.000
105.021	1450.000
106.021	1468.000
107.021	1485.000
108.022	1501.000
109.022	1518.000
110.022	1535.000
111.021	1552.000
112.022	1569.000
113.021	1586.000
114.022	1603.000
115.021	1620.000
116.023	1637.000
117.022	1652.000
118.023	1669.000
119.023	1687.000
120.022	1703.000
121.023	1719.000
122.023	1737.000
123.023	1754.000
124.023	1769.000
125.023	1786.000
126.023	1803.000
127.023	1821.000
128.024	1838.000
129.023	1856.000
130.025	1873.000
131.024	1889.000
132.025	1904.000
133.026	1924.000
134.026	1936.000
135.027	1952.000
136.027	1970.000
137.027	1990.000
138.027	2009.000
139.027	2027.000
140.028	2045.000
141.029	2061.000
142.028	2076.000
143.029	2094.000
144.029	2113.000
145.029	2129.000
146.029	2146.000
147.029	2162.000
148.029	2181.000
149.030	2198.000
150.030	2215.000
151.031	2232.000
152.031	2249.000
153.031	2266.000
154.031	2283.000
155.031	2300.000
156.030	2317.000
157.032	2335.000
158.032	2351.000
159.033	2368.000
160.033	2385.000
161.033	2401.000
162.034	2418.000
163.036	2438.000
164.035	2454.000
165.036	2471.000
166.037	2488.000
167.036	2504.000
168.037	2522.000
169.037	2539.000
170.037	2558.000
171.037	2574.000
172.038	2591.000
173.037	2609.000
174.037	2624.000
175.038	2642.000
176.038	2658.000
177.038	2676.000
178.039	2693.000
179.039	2709.000
180.039	2726.000
181.038	2965.000
182.039	2976.000
183.038	2987.000
184.039	3000.000
185.039	3010.000
186.038	3021.000
187.039	3032.000
188.040	3042.000
189.040	3053.000
190.040	3064.000
191.040	3074.000
192.040	3085.000
