
0.000	0.000
0.999	26.000
2.000	27.000
3.000	32.000
4.000	36.000
5.000	41.000
6.000	46.000
6.999	51.000
8.000	57.000
8.999	62.000
9.999	70.000
11.000	75.000
12.001	81.000
13.001	88.000
14.001	95.000
15.000	102.000
16.001	109.000
17.001	117.000
18.001	125.000
19.001	134.000
20.002	142.000
21.002	151.000
22.002	160.000
23.002	169.000
24.002	178.000
25.002	188.000
26.004	198.000
27.004	207.000
28.005	217.000
29.005	227.000
30.006	237.000
31.006	249.000
32.005	259.000
33.006	269.000
34.006	279.000
35.006	291.000
36.006	302.000
37.006	312.000
38.006	323.000
39.006	335.000
40.006	346.000
41.005	359.000
42.006	370.000
43.006	382.000
44.006	394.000
45.006	405.000
46.005	418.000
47.006	430.000
48.007	442.000
49.007	454.000
50.007	467.000
51.007	481.000
52.008	493.000
53.008	506.000
54.007	519.000
55.008	533.000
56.008	545.000
57.008	558.000
58.008	571.000
59.008	584.000
60.008	598.000
61.008	612.000
62.007	625.000
63.007	638.000
64.008	651.000
65.008	666.000
66.008	679.000
67.008	693.000
68.008	707.000
69.008	722.000
70.008	736.000
71.008	749.000
72.008	762.000
73.008	776.000
74.008	791.000
75.008	804.000
76.007	818.000
77.008	831.000
78.008	845.000
79.007	859.000
80.009	873.000
81.009	886.000
82.009	900.000
83.009	913.000
84.008	928.000
85.008	941.000
86.009	955.000
87.009	969.000
88.008	983.000
89.010	997.000
90.010	1010.000
91.010	1024.000
92.009	1037.000
93.009	1050.000
94.010	1065.000
95.011	1079.000
96.011	1092.000
97.011	1105.000
98.011	1119.000
99.011	1133.000
100.012	1146.000
101.011	1159.000
102.011	1173.000
103.012	1186.000
104.012	1199.000
105.013	1212.000
106.013	1227.000
107.013	1239.000
108.013	1252.000
109.013	1266.000
110.013	1278.000
111.013	1293.000
112.013	1307.000
113.014	1320.000
114.013	1333.000
115.014	1346.000
116.014	1358.000
117.015	1372.000
118.015	1386.000
119.015	1398.000
120.014	1411.000
121.015	1424.000
122.016	1437.000
123.016	1451.000
124.016	1463.000
125.015	1476.000
126.016	1489.000
127.016	1501.000
128.018	1514.000
129.019	1526.000
130.019	1539.000
131.020	1553.000
132.019	1564.000
133.020	1577.000
134.019	1589.000
135.020	1601.000
136.020	1613.000
137.021	1625.000
138.021	1638.000
139.021	1650.000
140.021	1662.000
141.022	1674.000
142.022	1685.000
143.022	1696.000
144.022	1708.000
145.023	1720.000
146.022	1732.000
147.023	1743.000
148.023	1755.000
149.023	1766.000
150.023	1777.000
151.023	1788.000
152.024	1799.000
153.024	1811.000
154.024	1821.000
155.024	1833.000
156.025	1844.000
157.025	1855.000
158.025	1864.000
159.025	1875.000
160.025	1885.000
161.025	1897.000
162.026	1906.000
163.026	1918.000
164.026	1928.000
165.025	1938.000
166.026	1948.000
167.027	1958.000
168.027	1968.000
169.027	1978.000
170.026	1987.000
171.026	1998.000
172.027	2007.000
173.027	2018.000
174.027	2028.000
175.027	2038.000
176.027	2048.000
177.027	2057.000
178.028	2066.000
179.028	2075.000
180.028	2083.000
181.027	2093.000
182.028	2102.000
183.028	2112.000
184.028	2121.000
185.028	2129.000
186.028	2138.000
187.029	2147.000
188.030	2157.000
189.031	2164.000
190.031	2173.000
191.031	2182.000
192.031	2189.000
193.030	2199.000
194.031	2207.000
195.031	2215.000
196.031	2223.000
197.031	2232.000
198.031	2240.000
199.032	2248.000
200.031	2255.000
201.033	2264.000
202.033	2272.000
203.033	2280.000
204.034	2287.000
205.034	2294.000
206.033	2302.000
207.034	2310.000
208.035	2317.000
209.034	2326.000
210.035	2334.000
211.036	2340.000
212.036	2347.000
213.036	2355.000
214.037	2362.000
215.037	2370.000
216.037	2376.000
217.036	2383.000
218.037	2390.000
219.037	2397.000
220.037	2403.000
221.037	2411.000
222.037	2418.000
223.037	2425.000
224.036	2432.000
225.037	2439.000
226.037	2446.000
227.037	2451.000
228.037	2458.000
229.037	2465.000
230.038	2470.000
231.038	2477.000
