
0.000	3.000
0.574	5.000
1.148	6.000
1.709	7.000
2.269	8.000
2.829	8.000
3.389	9.000
3.952	10.000
4.527	11.000
5.104	12.000
5.679	21.000
6.256	15.000
6.831	16.000
7.407	19.000
7.985	21.000
8.561	23.000
9.137	25.000
9.713	26.000
10.288	28.000
10.866	30.000
11.441	32.000
12.017	35.000
12.593	38.000
13.170	40.000
13.748	43.000
14.323	46.000
14.900	50.000
15.475	53.000
16.051	57.000
16.628	60.000
17.203	64.000
17.782	69.000
18.357	73.000
18.934	78.000
19.508	83.000
20.085	88.000
20.661	92.000
21.238	97.000
21.814	103.000
22.392	109.000
22.966	114.000
23.544	120.000
24.119	126.000
24.695	132.000
25.273	138.000
25.847	142.000
26.426	137.000
27.001	148.000
27.576	160.000
28.153	170.000
28.729	178.000
29.306	185.000
29.883	194.000
30.460	191.000
31.035	202.000
31.610	212.000
32.186	224.000
32.762	232.000
33.339	242.000
33.917	250.000
34.493	258.000
35.069	266.000
35.644	273.000
36.220	282.000
36.798	290.000
37.373	298.000
37.949	306.000
38.525	314.000
39.104	322.000
39.680	330.000
40.255	338.000
40.831	347.000
41.407	355.000
41.983	364.000
42.560	372.000
43.135	380.000
43.712	388.000
44.290	395.000
44.865	404.000
45.441	413.000
46.017	421.000
46.593	428.000
47.169	436.000
47.747	444.000
48.322	453.000
48.898	461.000
49.476	470.000
50.051	478.000
50.628	487.000
51.203	494.000
51.779	503.000
52.356	511.000
52.932	519.000
53.509	527.000
54.085	536.000
54.662	543.000
55.238	551.000
55.813	559.000
56.389	568.000
56.967	576.000
57.544	584.000
58.119	592.000
58.694	601.000
59.273	609.000
59.847	617.000
60.423	625.000
60.999	633.000
61.576	641.000
62.152	649.000
62.729	657.000
63.305	666.000
63.881	673.000
64.457	681.000
65.035	689.000
65.610	697.000
66.186	705.000
66.762	714.000
67.339	723.000
67.916	731.000
68.491	738.000
69.068	746.000
69.643	754.000
70.220	761.000
70.797	768.000
71.372	776.000
71.948	784.000
72.525	792.000
73.103	799.000
73.678	807.000
